run_id,instance_id,category,official_resolved,match_mode,source_run_id,source_instance_id,source_config_id
assignment-case-v1:2411c20b2b23486f99ec0d1e5033f9e439fa16cf8b95df70fe20e85bef0a2cad,sympy__sympy-23262,sympy/sympy,True,exact_run_id,assignment-case-v1:2411c20b2b23486f99ec0d1e5033f9e439fa16cf8b95df70fe20e85bef0a2cad,sympy__sympy-23262,shared-baseline
assignment-case-v1:2467dc9f403e46a9be65fe89de8ba2f68d726b7f04b690a112352b1466590dc3,scikit-learn__scikit-learn-10908,scikit-learn/scikit-learn,False,exact_run_id,assignment-case-v1:2467dc9f403e46a9be65fe89de8ba2f68d726b7f04b690a112352b1466590dc3,scikit-learn__scikit-learn-10908,shared-baseline
assignment-case-v1:24816b3cb4057a3f0d5665dbcaca992241d90a1d19b47a74ede3e612da938742,matplotlib__matplotlib-25079,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:24816b3cb4057a3f0d5665dbcaca992241d90a1d19b47a74ede3e612da938742,matplotlib__matplotlib-25079,shared-baseline
assignment-case-v1:25525711011bec866556c928bd6fb0edd76e940ac8edeca1d2380bf0c97583bf,pydata__xarray-6461,pydata/xarray,True,exact_run_id,assignment-case-v1:25525711011bec866556c928bd6fb0edd76e940ac8edeca1d2380bf0c97583bf,pydata__xarray-6461,shared-baseline
assignment-case-v1:26f9e0c2b3178fd2348934969e7aba249ca1e66dc98c0d5eb0142b772da93b94,sympy__sympy-13471,sympy/sympy,True,exact_run_id,assignment-case-v1:26f9e0c2b3178fd2348934969e7aba249ca1e66dc98c0d5eb0142b772da93b94,sympy__sympy-13471,shared-baseline
assignment-case-v1:270cea183bd3384ad7af01c8103dafb2e5aae9980f0d8e5b159dc40db2228ac8,django__django-16820,django/django,False,exact_run_id,assignment-case-v1:270cea183bd3384ad7af01c8103dafb2e5aae9980f0d8e5b159dc40db2228ac8,django__django-16820,shared-baseline
assignment-case-v1:281b8e4c0c9aeb2e2fdfb7be983bb98840acc83334e08c594d6f7ba5ad411633,mwaskom__seaborn-3069,mwaskom/seaborn,False,exact_run_id,assignment-case-v1:281b8e4c0c9aeb2e2fdfb7be983bb98840acc83334e08c594d6f7ba5ad411633,mwaskom__seaborn-3069,shared-baseline
assignment-case-v1:2894190a3149cad310d395451e2227a4d9761b25740463b8f5b5444656d296ee,django__django-15380,django/django,True,exact_run_id,assignment-case-v1:2894190a3149cad310d395451e2227a4d9761b25740463b8f5b5444656d296ee,django__django-15380,shared-baseline
assignment-case-v1:2950f666cb7a139c16501b19eb91794232dd0a922ee3b780c7a17ed25b3f06d9,pydata__xarray-6599,pydata/xarray,False,exact_run_id,assignment-case-v1:2950f666cb7a139c16501b19eb91794232dd0a922ee3b780c7a17ed25b3f06d9,pydata__xarray-6599,shared-baseline
assignment-case-v1:29cc43d8d494401fa58a074f2072714944451c60a4b4369bad44954aa747907f,sympy__sympy-24152,sympy/sympy,True,exact_run_id,assignment-case-v1:29cc43d8d494401fa58a074f2072714944451c60a4b4369bad44954aa747907f,sympy__sympy-24152,shared-baseline
assignment-case-v1:2a2115c55922e05bdf428596a2c83e2b7666a56636533c7c3e5fd21a8e6fddfa,sphinx-doc__sphinx-7975,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:2a2115c55922e05bdf428596a2c83e2b7666a56636533c7c3e5fd21a8e6fddfa,sphinx-doc__sphinx-7975,shared-baseline
assignment-case-v1:2b275df3f6ee55a7e545e6b8b5960fbdd7ea3c050adc1f5da9e2e6ecfa57f8b3,scikit-learn__scikit-learn-15100,scikit-learn/scikit-learn,True,exact_run_id,assignment-case-v1:2b275df3f6ee55a7e545e6b8b5960fbdd7ea3c050adc1f5da9e2e6ecfa57f8b3,scikit-learn__scikit-learn-15100,shared-baseline
assignment-case-v1:2b8d9f2c6d10d80ad037ff5b1e76d6afbf7a38f09c467053e8c0c383a4b0441e,matplotlib__matplotlib-26342,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:2b8d9f2c6d10d80ad037ff5b1e76d6afbf7a38f09c467053e8c0c383a4b0441e,matplotlib__matplotlib-26342,shared-baseline
assignment-case-v1:2bc1826d52a1255e0d6aa0d93ea5386e98d77830dbaffe300a3cd0da9eccb705,sympy__sympy-22714,sympy/sympy,False,exact_run_id,assignment-case-v1:2bc1826d52a1255e0d6aa0d93ea5386e98d77830dbaffe300a3cd0da9eccb705,sympy__sympy-22714,shared-baseline
assignment-case-v1:2c871eee6b0a67302561bb1ecdb3964e78d649b218d06416f445da253acd0db8,matplotlib__matplotlib-25287,matplotlib/matplotlib,True,exact_run_id,assignment-case-v1:2c871eee6b0a67302561bb1ecdb3964e78d649b218d06416f445da253acd0db8,matplotlib__matplotlib-25287,shared-baseline
assignment-case-v1:2d6d52e374d50e5e39277319e8511919d4b15386ab69635a9209255c0c44088a,sphinx-doc__sphinx-7985,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:2d6d52e374d50e5e39277319e8511919d4b15386ab69635a9209255c0c44088a,sphinx-doc__sphinx-7985,shared-baseline
assignment-case-v1:2ddd442ef3e5620d073f06b7f0efec3d4f05216977d0bdf29da6e4ff705bbd98,django__django-15851,django/django,True,exact_run_id,assignment-case-v1:2ddd442ef3e5620d073f06b7f0efec3d4f05216977d0bdf29da6e4ff705bbd98,django__django-15851,shared-baseline
assignment-case-v1:2e36256afeb0e251b000f6723c37d3b910bc6e9fd238b0e1a9836922974e40ee,django__django-13794,django/django,False,exact_run_id,assignment-case-v1:2e36256afeb0e251b000f6723c37d3b910bc6e9fd238b0e1a9836922974e40ee,django__django-13794,shared-baseline
assignment-case-v1:2e59c80b6e80d14a37a34a71e84c44eab0c4dd90e6d3f59743320613bb6d2b61,sphinx-doc__sphinx-8035,sphinx-doc/sphinx,True,exact_run_id,assignment-case-v1:2e59c80b6e80d14a37a34a71e84c44eab0c4dd90e6d3f59743320613bb6d2b61,sphinx-doc__sphinx-8035,shared-baseline
assignment-case-v1:2e6a3248337a8ba540f707e6443c6501cc36c71a233915a4d52d9f8e49326ec6,sympy__sympy-18199,sympy/sympy,False,exact_run_id,assignment-case-v1:2e6a3248337a8ba540f707e6443c6501cc36c71a233915a4d52d9f8e49326ec6,sympy__sympy-18199,shared-baseline
assignment-case-v1:2ecb59b52654c1db28b576fb6ed9560e59e6865b545f13c505bb442a42e4634d,pydata__xarray-2905,pydata/xarray,True,exact_run_id,assignment-case-v1:2ecb59b52654c1db28b576fb6ed9560e59e6865b545f13c505bb442a42e4634d,pydata__xarray-2905,shared-baseline
assignment-case-v1:2f0f57afafb64f250bd8ac18e80c19491d193fa6195299ca5121903de7daa0b4,matplotlib__matplotlib-26291,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:2f0f57afafb64f250bd8ac18e80c19491d193fa6195299ca5121903de7daa0b4,matplotlib__matplotlib-26291,shared-baseline
assignment-case-v1:2f43a31584da47ec75675b3829ba3ddad44e547ccf1b4fbaa6f390ba7a22edad,django__django-16485,django/django,True,exact_run_id,assignment-case-v1:2f43a31584da47ec75675b3829ba3ddad44e547ccf1b4fbaa6f390ba7a22edad,django__django-16485,shared-baseline
assignment-case-v1:3088f46d42ba9bbc888e6e31d53bb2a893adaa7f9b728b49079197fdf9177a59,sympy__sympy-14024,sympy/sympy,False,exact_run_id,assignment-case-v1:3088f46d42ba9bbc888e6e31d53bb2a893adaa7f9b728b49079197fdf9177a59,sympy__sympy-14024,shared-baseline
assignment-case-v1:30e8fa631c3cb9d7b95636edaa1bbd028533c63f1f74d7b2f62508cbf5f22ef5,django__django-13741,django/django,True,exact_run_id,assignment-case-v1:30e8fa631c3cb9d7b95636edaa1bbd028533c63f1f74d7b2f62508cbf5f22ef5,django__django-13741,shared-baseline
assignment-case-v1:30ea826b7e4e384d18c54c6a5bca18b15b9030ae78926033d8840a8c07218346,astropy__astropy-13033,astropy/astropy,False,exact_run_id,assignment-case-v1:30ea826b7e4e384d18c54c6a5bca18b15b9030ae78926033d8840a8c07218346,astropy__astropy-13033,shared-baseline
assignment-case-v1:317abfaa934ac7d6b14829b2e095fb64a3c6af32fc70e6e7fcbdf427f1ea4fcd,django__django-11133,django/django,True,exact_run_id,assignment-case-v1:317abfaa934ac7d6b14829b2e095fb64a3c6af32fc70e6e7fcbdf427f1ea4fcd,django__django-11133,shared-baseline
assignment-case-v1:31d35f0150d9a567a479771105e030471485a1f467b99d5ac32e78a42b3d3aec,django__django-14373,django/django,True,exact_run_id,assignment-case-v1:31d35f0150d9a567a479771105e030471485a1f467b99d5ac32e78a42b3d3aec,django__django-14373,shared-baseline
assignment-case-v1:322a405574b351f597159d575b4fded09534b21c6c29eeadbd37f4123103edd5,pydata__xarray-3095,pydata/xarray,False,exact_run_id,assignment-case-v1:322a405574b351f597159d575b4fded09534b21c6c29eeadbd37f4123103edd5,pydata__xarray-3095,shared-baseline
assignment-case-v1:3262c265c1ae3987ef526894b9518806e47912c6e8263d0badf6a3db3a8c75d0,django__django-13670,django/django,True,exact_run_id,assignment-case-v1:3262c265c1ae3987ef526894b9518806e47912c6e8263d0badf6a3db3a8c75d0,django__django-13670,shared-baseline
assignment-case-v1:331ea9a8fd205b7c10a4acb4293f6a3d1cfa96fa093b5f91ee83b77ef1b91bca,sympy__sympy-14774,sympy/sympy,True,exact_run_id,assignment-case-v1:331ea9a8fd205b7c10a4acb4293f6a3d1cfa96fa093b5f91ee83b77ef1b91bca,sympy__sympy-14774,shared-baseline
assignment-case-v1:3326271f2aa05bb007d8018244393df955cadb165dc3088833892c3382e0cdb9,sympy__sympy-16503,sympy/sympy,False,exact_run_id,assignment-case-v1:3326271f2aa05bb007d8018244393df955cadb165dc3088833892c3382e0cdb9,sympy__sympy-16503,shared-baseline
assignment-case-v1:33a73ff0444206ba16e57e3383cf384e9ff1fca047fda91817a39ef5e73320c6,django__django-13033,django/django,False,exact_run_id,assignment-case-v1:33a73ff0444206ba16e57e3383cf384e9ff1fca047fda91817a39ef5e73320c6,django__django-13033,shared-baseline
assignment-case-v1:33d371a5d1ab02146b95fcc4d7bc4f4c8177fcd26bf4a5f844f19478afd9f276,pallets__flask-4992,pallets/flask,False,exact_run_id,assignment-case-v1:33d371a5d1ab02146b95fcc4d7bc4f4c8177fcd26bf4a5f844f19478afd9f276,pallets__flask-4992,shared-baseline
assignment-case-v1:3426890a15c829149bd47c08f960adb6693c1f00b4200deafb3e8334bb7fc7ee,astropy__astropy-14309,astropy/astropy,True,exact_run_id,assignment-case-v1:3426890a15c829149bd47c08f960adb6693c1f00b4200deafb3e8334bb7fc7ee,astropy__astropy-14309,shared-baseline
assignment-case-v1:344742f5344c6aa240153500a68c24a4f444aa1a86b5931d211a00bb69bbc49b,scikit-learn__scikit-learn-25570,scikit-learn/scikit-learn,False,exact_run_id,assignment-case-v1:344742f5344c6aa240153500a68c24a4f444aa1a86b5931d211a00bb69bbc49b,scikit-learn__scikit-learn-25570,shared-baseline
assignment-case-v1:3476f64f7bb302eb90cf200409cea095f15809b505cb5ed92a2a71f6d4af99e6,django__django-15382,django/django,False,exact_run_id,assignment-case-v1:3476f64f7bb302eb90cf200409cea095f15809b505cb5ed92a2a71f6d4af99e6,django__django-15382,shared-baseline
assignment-case-v1:34df16ce0905e2471bfe3a41e4c26ebbc02be5ad9448da346bdafcbd18d0322e,django__django-13343,django/django,False,exact_run_id,assignment-case-v1:34df16ce0905e2471bfe3a41e4c26ebbc02be5ad9448da346bdafcbd18d0322e,django__django-13343,shared-baseline
assignment-case-v1:350ba631bcd91d0d9f2825ba7e70ae7138e0732964d0d03ac8bb13fe5c7e377d,django__django-13516,django/django,True,exact_run_id,assignment-case-v1:350ba631bcd91d0d9f2825ba7e70ae7138e0732964d0d03ac8bb13fe5c7e377d,django__django-13516,shared-baseline
assignment-case-v1:355a6cac4bbdfcf61b32239c79b35bffb1f9213030c91b52b11d8102ea53ee5a,pytest-dev__pytest-5103,pytest-dev/pytest,False,exact_run_id,assignment-case-v1:355a6cac4bbdfcf61b32239c79b35bffb1f9213030c91b52b11d8102ea53ee5a,pytest-dev__pytest-5103,shared-baseline
assignment-case-v1:367670b7e7c1e795fdd7c2bf813d8dfa1562aa658e4c9130b18ee3ddc681ac3d,django__django-15731,django/django,True,exact_run_id,assignment-case-v1:367670b7e7c1e795fdd7c2bf813d8dfa1562aa658e4c9130b18ee3ddc681ac3d,django__django-15731,shared-baseline
assignment-case-v1:37b4a5163a9274bcf9ba9bf434094befc5b31be046be3e066d720b49e8374c2b,sphinx-doc__sphinx-7462,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:37b4a5163a9274bcf9ba9bf434094befc5b31be046be3e066d720b49e8374c2b,sphinx-doc__sphinx-7462,shared-baseline
assignment-case-v1:37db7d744c10810854d116b112aecb47f9a1585c9f7f467a843075a9443a3a1a,sphinx-doc__sphinx-9602,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:37db7d744c10810854d116b112aecb47f9a1585c9f7f467a843075a9443a3a1a,sphinx-doc__sphinx-9602,shared-baseline
assignment-case-v1:382f671003fe29de8bc4cdbd1c6288fc2fc849192222dce1996e9d38f0ecfa37,pytest-dev__pytest-7205,pytest-dev/pytest,True,exact_run_id,assignment-case-v1:382f671003fe29de8bc4cdbd1c6288fc2fc849192222dce1996e9d38f0ecfa37,pytest-dev__pytest-7205,shared-baseline
assignment-case-v1:3916be77a777185f34d8a16866ff7b79a0ac221d3c15e63f74831dfcca6e7f59,django__django-16255,django/django,True,exact_run_id,assignment-case-v1:3916be77a777185f34d8a16866ff7b79a0ac221d3c15e63f74831dfcca6e7f59,django__django-16255,shared-baseline
assignment-case-v1:3980fdd708f3897f5befa98467ac8d19dbfd0a7b9c6e8ff1396c2faeed5d8416,sympy__sympy-18211,sympy/sympy,False,exact_run_id,assignment-case-v1:3980fdd708f3897f5befa98467ac8d19dbfd0a7b9c6e8ff1396c2faeed5d8416,sympy__sympy-18211,shared-baseline
assignment-case-v1:399be48cfa2f15301c6d2e0908305971a3717d87981c8d37938af99958dd17e1,sympy__sympy-13895,sympy/sympy,False,exact_run_id,assignment-case-v1:399be48cfa2f15301c6d2e0908305971a3717d87981c8d37938af99958dd17e1,sympy__sympy-13895,shared-baseline
assignment-case-v1:3a1b480e3a1e566f1fabe56ae4a07354aa7a668e858b32250027e34ffd95730f,sympy__sympy-13877,sympy/sympy,False,exact_run_id,assignment-case-v1:3a1b480e3a1e566f1fabe56ae4a07354aa7a668e858b32250027e34ffd95730f,sympy__sympy-13877,shared-baseline
assignment-case-v1:3aa1d651668853e2cd6c18003ce50c7f465491ff9ba00855a3367924a6f0f6f9,django__django-17087,django/django,True,exact_run_id,assignment-case-v1:3aa1d651668853e2cd6c18003ce50c7f465491ff9ba00855a3367924a6f0f6f9,django__django-17087,shared-baseline
assignment-case-v1:3adc9a7af37426ccea9368b7478fb98c83fc0f1f59be6384f9ef7905164dadea,matplotlib__matplotlib-25960,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:3adc9a7af37426ccea9368b7478fb98c83fc0f1f59be6384f9ef7905164dadea,matplotlib__matplotlib-25960,shared-baseline
assignment-case-v1:3b138fa30c75f30bcec3e41faa995c93e09b363aa3f5bd6874e841d8116e5860,django__django-11066,django/django,True,exact_run_id,assignment-case-v1:3b138fa30c75f30bcec3e41faa995c93e09b363aa3f5bd6874e841d8116e5860,django__django-11066,shared-baseline
assignment-case-v1:3b69c0d23a13bbf3c7b4d488dffbfd823024f3cea6f294ab8e6b022c27728cd8,scikit-learn__scikit-learn-12585,scikit-learn/scikit-learn,True,exact_run_id,assignment-case-v1:3b69c0d23a13bbf3c7b4d488dffbfd823024f3cea6f294ab8e6b022c27728cd8,scikit-learn__scikit-learn-12585,shared-baseline
assignment-case-v1:3bca505877993d6eb7d8f7859690a37bc588c2095046e5b3b5c21740385866bf,django__django-13568,django/django,False,exact_run_id,assignment-case-v1:3bca505877993d6eb7d8f7859690a37bc588c2095046e5b3b5c21740385866bf,django__django-13568,shared-baseline
assignment-case-v1:3cd63cf010b78d93e18883031e3b0de39b27a76e429df7846c14433abe5fe101,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,True,exact_run_id,assignment-case-v1:3cd63cf010b78d93e18883031e3b0de39b27a76e429df7846c14433abe5fe101,sphinx-doc__sphinx-11445,shared-baseline
assignment-case-v1:3e148cb3ce71d9ea5122d3bab11f5b978239194b81cfb99ea363281ef50601ab,pytest-dev__pytest-5413,pytest-dev/pytest,False,exact_run_id,assignment-case-v1:3e148cb3ce71d9ea5122d3bab11f5b978239194b81cfb99ea363281ef50601ab,pytest-dev__pytest-5413,shared-baseline
assignment-case-v1:3e1ee1be1ece436cab2c17d409c312345401c709d4c20003c4a7faefd5fbe2b8,sphinx-doc__sphinx-8621,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:3e1ee1be1ece436cab2c17d409c312345401c709d4c20003c4a7faefd5fbe2b8,sphinx-doc__sphinx-8621,shared-baseline
assignment-case-v1:3e75c1e1ea99d5001474afd9b0752fa8d3c5a79b9879de16c8d8340469d6a7b1,matplotlib__matplotlib-24870,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:3e75c1e1ea99d5001474afd9b0752fa8d3c5a79b9879de16c8d8340469d6a7b1,matplotlib__matplotlib-24870,shared-baseline
assignment-case-v1:3e7acb7eed45c576210d95e7a2cd118708910ef3546a7993501f379c26acda84,pydata__xarray-4687,pydata/xarray,False,exact_run_id,assignment-case-v1:3e7acb7eed45c576210d95e7a2cd118708910ef3546a7993501f379c26acda84,pydata__xarray-4687,shared-baseline
assignment-case-v1:3e7fbf7f0d875c365a86114e17db035aa9707ee809b41e25075d2c9e7d6def77,django__django-15127,django/django,False,exact_run_id,assignment-case-v1:3e7fbf7f0d875c365a86114e17db035aa9707ee809b41e25075d2c9e7d6def77,django__django-15127,shared-baseline
assignment-case-v1:3ef3cf6cce45836f3724f6fff9fd9dce494163ae145a8bc24aab52d62719b9d2,django__django-15563,django/django,False,exact_run_id,assignment-case-v1:3ef3cf6cce45836f3724f6fff9fd9dce494163ae145a8bc24aab52d62719b9d2,django__django-15563,shared-baseline
assignment-case-v1:3f247c9a5ac442a0f0f435c3a4fe2ec4f637ebba612f1bedf0fccf7fab990982,pylint-dev__pylint-7993,pylint-dev/pylint,True,exact_run_id,assignment-case-v1:3f247c9a5ac442a0f0f435c3a4fe2ec4f637ebba612f1bedf0fccf7fab990982,pylint-dev__pylint-7993,shared-baseline
assignment-case-v1:3f2c1eb55084228765afa92ec4331fd867e4c81c9e9867f8629aa83f027c4d32,sphinx-doc__sphinx-9230,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:3f2c1eb55084228765afa92ec4331fd867e4c81c9e9867f8629aa83f027c4d32,sphinx-doc__sphinx-9230,shared-baseline
assignment-case-v1:3faafd664de28fe014a80f6708917a3f0a2fa90b01cf60e01f96466deee81be5,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,True,exact_run_id,assignment-case-v1:3faafd664de28fe014a80f6708917a3f0a2fa90b01cf60e01f96466deee81be5,scikit-learn__scikit-learn-10297,shared-baseline
assignment-case-v1:3fd58dc5ec658c8110b31f66ca6ed373ab77e90d070e4195f9b01f70a722a1ab,django__django-16229,django/django,False,exact_run_id,assignment-case-v1:3fd58dc5ec658c8110b31f66ca6ed373ab77e90d070e4195f9b01f70a722a1ab,django__django-16229,shared-baseline
assignment-case-v1:4001e3fe419593f1645938232c1e342a98b1192375b479b8541546d9bef597e5,pydata__xarray-4248,pydata/xarray,False,exact_run_id,assignment-case-v1:4001e3fe419593f1645938232c1e342a98b1192375b479b8541546d9bef597e5,pydata__xarray-4248,shared-baseline
assignment-case-v1:40088aaee02f085091c494f33195a03759510b3b341ae4be97f04b383894a192,sympy__sympy-22914,sympy/sympy,True,exact_run_id,assignment-case-v1:40088aaee02f085091c494f33195a03759510b3b341ae4be97f04b383894a192,sympy__sympy-22914,shared-baseline
assignment-case-v1:404ca64e4e8b4ebcd9019da3221d075a906979c67fe8aea501564330f6bc4d29,django__django-15973,django/django,False,exact_run_id,assignment-case-v1:404ca64e4e8b4ebcd9019da3221d075a906979c67fe8aea501564330f6bc4d29,django__django-15973,shared-baseline
assignment-case-v1:4061d59680e830f46689a4d4c8b9383ab162ddb04a932550edfcd248f454ca2f,pydata__xarray-6992,pydata/xarray,False,exact_run_id,assignment-case-v1:4061d59680e830f46689a4d4c8b9383ab162ddb04a932550edfcd248f454ca2f,pydata__xarray-6992,shared-baseline
assignment-case-v1:40a779b487f435ba2ad56ec566a433f3bc0a56600539293c4cbf8887faf49bbb,sympy__sympy-23262,sympy/sympy,True,exact_run_id,assignment-case-v1:40a779b487f435ba2ad56ec566a433f3bc0a56600539293c4cbf8887faf49bbb,sympy__sympy-23262,shared-baseline
assignment-case-v1:40f9f240c6f348eca50c95fb156df4c88d4ace27cefe7ff9cbfca2977b73a835,pytest-dev__pytest-5495,pytest-dev/pytest,False,exact_run_id,assignment-case-v1:40f9f240c6f348eca50c95fb156df4c88d4ace27cefe7ff9cbfca2977b73a835,pytest-dev__pytest-5495,shared-baseline
assignment-case-v1:414b72f26dfb6ba2bce344d0e84a3ce012d3b9fae9366e139bdbff211d4fe2fb,sympy__sympy-23191,sympy/sympy,False,exact_run_id,assignment-case-v1:414b72f26dfb6ba2bce344d0e84a3ce012d3b9fae9366e139bdbff211d4fe2fb,sympy__sympy-23191,shared-baseline
assignment-case-v1:41d11dfb4e095fa6bb478768c45682cb0e0a0444dcbe1c660fe875a7b769d580,matplotlib__matplotlib-24334,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:41d11dfb4e095fa6bb478768c45682cb0e0a0444dcbe1c660fe875a7b769d580,matplotlib__matplotlib-24334,shared-baseline
assignment-case-v1:421ae8d48f07be0c1c5cb7ce4e12325a3ea6dcb1fffb861abbfc970839477633,sympy__sympy-21612,sympy/sympy,False,exact_run_id,assignment-case-v1:421ae8d48f07be0c1c5cb7ce4e12325a3ea6dcb1fffb861abbfc970839477633,sympy__sympy-21612,shared-baseline
assignment-case-v1:4260dc8f5a80c7377bc07826a05cbb5fcacc0ada191dc147de9653da82c521d3,sympy__sympy-12489,sympy/sympy,False,exact_run_id,assignment-case-v1:4260dc8f5a80c7377bc07826a05cbb5fcacc0ada191dc147de9653da82c521d3,sympy__sympy-12489,shared-baseline
assignment-case-v1:42c494bd24d801fbb6789c138a0f8583b9611702473c7206166578c9cc470e73,matplotlib__matplotlib-24177,matplotlib/matplotlib,False,exact_run_id,assignment-case-v1:42c494bd24d801fbb6789c138a0f8583b9611702473c7206166578c9cc470e73,matplotlib__matplotlib-24177,shared-baseline
assignment-case-v1:42c9535adc263444e4afb0d12cd4a04d05bba852c3894b1d9cd54ee0628d63fd,sympy__sympy-24066,sympy/sympy,True,exact_run_id,assignment-case-v1:42c9535adc263444e4afb0d12cd4a04d05bba852c3894b1d9cd54ee0628d63fd,sympy__sympy-24066,shared-baseline
assignment-case-v1:433920efe5ab1b4faf1773f64a5e5389c705f0330d55a9ebef0ae7d0679ced22,django__django-11239,django/django,False,exact_run_id,assignment-case-v1:433920efe5ab1b4faf1773f64a5e5389c705f0330d55a9ebef0ae7d0679ced22,django__django-11239,shared-baseline
assignment-case-v1:438747af686f2a9ca93d75b04c2c9ad5ad87c212973fe42552f712f391f49e07,django__django-13410,django/django,True,exact_run_id,assignment-case-v1:438747af686f2a9ca93d75b04c2c9ad5ad87c212973fe42552f712f391f49e07,django__django-13410,shared-baseline
assignment-case-v1:446fd632424ba366d80f2c4d59cd61686e8fa57c762effb355c8545a066754fa,django__django-13925,django/django,False,exact_run_id,assignment-case-v1:446fd632424ba366d80f2c4d59cd61686e8fa57c762effb355c8545a066754fa,django__django-13925,shared-baseline
assignment-case-v1:447ea884f71df4b321b690551d426a98bd64dfa3419bfdefc5ed6993f5ee3067,pydata__xarray-7233,pydata/xarray,True,exact_run_id,assignment-case-v1:447ea884f71df4b321b690551d426a98bd64dfa3419bfdefc5ed6993f5ee3067,pydata__xarray-7233,shared-baseline
assignment-case-v1:4525ad0ad258791bcf8de3b0a8a501327d14554f938fc64778b6ceb1334083ba,django__django-12419,django/django,True,exact_run_id,assignment-case-v1:4525ad0ad258791bcf8de3b0a8a501327d14554f938fc64778b6ceb1334083ba,django__django-12419,shared-baseline
assignment-case-v1:45432e7550e7296d94a38aa5567a4d45eb3699f28dd81bf8dbe36b3068b402e1,sympy__sympy-14976,sympy/sympy,False,exact_run_id,assignment-case-v1:45432e7550e7296d94a38aa5567a4d45eb3699f28dd81bf8dbe36b3068b402e1,sympy__sympy-14976,shared-baseline
assignment-case-v1:454648abe973bab25b771f1e52bf5ba06b0452d0c339ba937ba23dfd56ace999,sympy__sympy-17655,sympy/sympy,False,exact_run_id,assignment-case-v1:454648abe973bab25b771f1e52bf5ba06b0452d0c339ba937ba23dfd56ace999,sympy__sympy-17655,shared-baseline
assignment-case-v1:457ccc6de9ad79bb8012dd029a2e32d595fe4ec1c3f59914ec326c5427da882d,django__django-11630,django/django,False,exact_run_id,assignment-case-v1:457ccc6de9ad79bb8012dd029a2e32d595fe4ec1c3f59914ec326c5427da882d,django__django-11630,shared-baseline
assignment-case-v1:45c793dcc7936ca69668559a83a70b21692058cba15c7df1c5f9d55fcd2856dd,django__django-16046,django/django,True,exact_run_id,assignment-case-v1:45c793dcc7936ca69668559a83a70b21692058cba15c7df1c5f9d55fcd2856dd,django__django-16046,shared-baseline
assignment-case-v1:45d10ac0bc82f763a8ce308170eb2ff2041f2b35d300f738d7236543a9e8e3ed,sympy__sympy-16597,sympy/sympy,False,exact_run_id,assignment-case-v1:45d10ac0bc82f763a8ce308170eb2ff2041f2b35d300f738d7236543a9e8e3ed,sympy__sympy-16597,shared-baseline
assignment-case-v1:465a32a27e23c8faa4ac97544eb53cac761e79b9faeb1852d923a5dd26614d2e,django__django-9296,django/django,True,exact_run_id,assignment-case-v1:465a32a27e23c8faa4ac97544eb53cac761e79b9faeb1852d923a5dd26614d2e,django__django-9296,shared-baseline
assignment-case-v1:465d3558f27172c75f16926d3422e415389cbf9a0ddd94d3976dd7996649a7b9,django__django-14140,django/django,False,exact_run_id,assignment-case-v1:465d3558f27172c75f16926d3422e415389cbf9a0ddd94d3976dd7996649a7b9,django__django-14140,shared-baseline
assignment-case-v1:465de504dee955da0c29ba88b351b0545da6b3472cb344232aaf75c775d058f3,matplotlib__matplotlib-23562,matplotlib/matplotlib,True,exact_run_id,assignment-case-v1:465de504dee955da0c29ba88b351b0545da6b3472cb344232aaf75c775d058f3,matplotlib__matplotlib-23562,shared-baseline
assignment-case-v1:46751ed0ddab05869f8e3ac2411b820dc8fcd08daa1314a2f0cc9d364cbff609,sympy__sympy-13177,sympy/sympy,False,exact_run_id,assignment-case-v1:46751ed0ddab05869f8e3ac2411b820dc8fcd08daa1314a2f0cc9d364cbff609,sympy__sympy-13177,shared-baseline
assignment-case-v1:47ce193e42b3793658c4461bfeb9dad0b89aeee09405fc21ef8ec2c580d00a81,sphinx-doc__sphinx-9461,sphinx-doc/sphinx,False,exact_run_id,assignment-case-v1:47ce193e42b3793658c4461bfeb9dad0b89aeee09405fc21ef8ec2c580d00a81,sphinx-doc__sphinx-9461,shared-baseline
assignment-case-v1:4826bccaf2d7ff7089c5ab655b5e0a6a2e0ec0c3d6e82d4c769cb778fc2039a4,django__django-11001,django/django,True,exact_run_id,assignment-case-v1:4826bccaf2d7ff7089c5ab655b5e0a6a2e0ec0c3d6e82d4c769cb778fc2039a4,django__django-11001,shared-baseline
